review,cleaned_review,Date,Route,Traveler_Type,Competitor,Key_Issue,Sentiment_Score
✅ Trip Verified |  American Airlines gets worse and worse each time I fly with them.. I’ll never book another flight with this company! The staff are rude and there is clearly an internal situation happening with all the delays and cancelled flights!,American Airlines gets worse and worse each time I fly with them.. I’ll never book another flight with this company! The staff are rude and there is clearly an internal situation happening with all the delays and cancelled flights!,2023-12-30,JFK-LHR,Leisure,None,Staff Service,-0.016666666666666673
"✅ Trip Verified |  This is the worst airline you could ever fly. So disorganized and chaotic, waited like 2 hours on my flight and an hour before even boarding, even though the departure time was past.","This is the worst airline you could ever fly. So disorganized and chaotic, waited like 2 hours on my flight and an hour before even boarding, even though the departure time was past.",2023-06-05,JFK-LHR,Leisure,None,Flight Delay,-0.15
"Not Verified |  American Airlines used to be a great airline, I don’t know what happened to them, it’s getting worse and worse. Coming back from Cozumel to Dallas, on AA 1256 scheduled to depart at 7:02 but got delayed for 2 hours!. Anyway I arrive to airport without COVID test which is was my fault, but I had 5 hours to go back to the San Miguel and do my COVID test. The attendant knew that plane will get delayed for a long time because it hasn’t left Dallas yet , but they send me to the local COVID station and make me pay 70 bucks cash for each person, and if you don’t have cash you can’t get a test and if you can’t get a test you can’t get on the plane how funny.","American Airlines used to be a great airline, I don’t know what happened to them, it’s getting worse and worse. Coming back from Cozumel to Dallas, on AA 1256 scheduled to depart at 7:02 but got delayed for 2 hours!. Anyway I arrive to airport without COVID test which is was my fault, but I had 5 hours to go back to the San Miguel and do my COVID test. The attendant knew that plane will get delayed for a long time because it hasn’t left Dallas yet , but they send me to the local COVID station and make me pay 70 bucks cash for each person, and if you don’t have cash you can’t get a test and if you can’t get a test you can’t get on the plane how funny.",2024-02-01,ORD-LHR,Leisure,None,Staff Service,0.03636363636363637
Not Verified |  Although this was an overnight flight we never saw the flight attendants in the cabin except for the initial takeoff and landing midway through the flight since no beverages not even water was offered throughout the flight I got up to ask for a Coke and went to the back where the curtains were drawn. The lights were out they appeared to be sleeping in a sitting position. I didn’t disturb them. I waited about a half hour later the cabin blue light went on and one of them went to the cockpit on her way back I finally asked for my Coke and it was delivered with an attitude by far the worst service I’ve ever received on a flight. I’m having second thoughts about my upcoming July travel with American Airlines,Although this was an overnight flight we never saw the flight attendants in the cabin except for the initial takeoff and landing midway through the flight since no beverages not even water was offered throughout the flight I got up to ask for a Coke and went to the back where the curtains were drawn. The lights were out they appeared to be sleeping in a sitting position. I didn’t disturb them. I waited about a half hour later the cabin blue light went on and one of them went to the cockpit on her way back I finally asked for my Coke and it was delivered with an attitude by far the worst service I’ve ever received on a flight. I’m having second thoughts about my upcoming July travel with American Airlines,2025-02-23,PHL-CDG,Leisure,American Airlines,Staff Service,-0.05555555555555555
"✅ Trip Verified | This airline is awful. Do not use at all, especially if not a direct flight. My family was returning home from Orlando and just before boarding was to begin we were notified that the plane was running a few minutes late but connecting flights should be fine. Then we were told it would be a few more minuets because the plane landed on the wrong side of the airport. Once we finally got on the storm front had reached us, around 30 min after we were supposed to already be in the air. 3 hrs later we were forced to deplane. By this time our connecting flight was already gone. American Airlines logged the delay as due to weather and refused to book us on another airline so we were forced to take our first flight to Charlotte, 5 hrs after the original time, or risk not getting out from Orlando until Monday, 5 days later. Now that we are here there are no flights where we can stay together to travel so I have to take one of our 5 year olds to Phoenix for a 6.5 hr layover before finally getting to Minneapolis. My wife and our other two children have to sit at the airport from hotel check out till 4pm before their flight. American Airlines seems to have just used the weather to their advantage to get an easy out so my choices would be to fork out 4000 to fly home via delta with a 1 hr layover or take what American gave us. This is ridiculous and if you are reading this...stay away from American Airlines.","This airline is awful. Do not use at all, especially if not a direct flight. My family was returning home from Orlando and just before boarding was to begin we were notified that the plane was running a few minutes late but connecting flights should be fine. Then we were told it would be a few more minuets because the plane landed on the wrong side of the airport. Once we finally got on the storm front had reached us, around 30 min after we were supposed to already be in the air. 3 hrs later we were forced to deplane. By this time our connecting flight was already gone. American Airlines logged the delay as due to weather and refused to book us on another airline so we were forced to take our first flight to Charlotte, 5 hrs after the original time, or risk not getting out from Orlando until Monday, 5 days later. Now that we are here there are no flights where we can stay together to travel so I have to take one of our 5 year olds to Phoenix for a 6.5 hr layover before finally getting to Minneapolis. My wife and our other two children have to sit at the airport from hotel check out till 4pm before their flight. American Airlines seems to have just used the weather to their advantage to get an easy out so my choices would be to fork out 4000 to fly home via delta with a 1 hr layover or take what American gave us. This is ridiculous and if you are reading this...stay away from American Airlines.",2025-08-27,LAX-JFK,Leisure,"Yes, the user explicitly mentions Delta as a competitor airline.",Flight Delay,-0.028333333333333332
"✅ Trip Verified |  I hate this airline so much but i don’t have any choice! If you do have a choice don’t use this airline. The staff are rude and not friendly. Always an issue, never on time, they change your flight whenever they want and they make it difficult to report bad behavior or file complaints.","I hate this airline so much but i don’t have any choice! If you do have a choice don’t use this airline. The staff are rude and not friendly. Always an issue, never on time, they change your flight whenever they want and they make it difficult to report bad behavior or file complaints.",2024-03-07,ORD-LHR,Unknown,None,Staff Service,-0.3729166666666666
"✅ Trip Verified |  I flew back to Connecticut, from Phoenix after a family emergency. The kiosks that I printed my ticket from worked, after I tried 3 of them. There was no one at the counter to take my checked bag, so there goes $30. Wait there's more, because in the bag that was supposed to be checked were a couple drinks and sunscreen. Perfectly fine as it was checked, but as I stated earlier, no one was there to check it. So there is another $20. If you are expecting to get to your flight with a checked bag you paid for, don't count on it. If you want to take anything home from your trips, forget it. They will not check your bag, and then make you throw everything out because you didn't check it. Thank you American, thanks for the terrible experience.","I flew back to Connecticut, from Phoenix after a family emergency. The kiosks that I printed my ticket from worked, after I tried 3 of them. There was no one at the counter to take my checked bag, so there goes $30. Wait there's more, because in the bag that was supposed to be checked were a couple drinks and sunscreen. Perfectly fine as it was checked, but as I stated earlier, no one was there to check it. So there is another $20. If you are expecting to get to your flight with a checked bag you paid for, don't count on it. If you want to take anything home from your trips, forget it. They will not check your bag, and then make you throw everything out because you didn't check it. Thank you American, thanks for the terrible experience.",2024-06-13,JFK-LHR,Family,None,Baggage,0.01666666666666667
"✅ Trip Verified |  I booked my flight with Royal Jordanian and American Airlines were the operator of the last part of my flight from Chicago to Toronto. I checked in my a bag in Chicago O Hare Int. airport terminal 5) on Feb 27 around 5.30 pm but it was not received in YYZ, I have filed a claim at American Airlines desk for 2 lost baggage's (I had another bag which was delayed in Amman). I received the Blue bag which was delayed in Amman on March 1 at 9.30 pm and today is March 9 and still waiting for the black bag which was delayed in Chicago. I have been trying to contact AA central baggage desk with no success even after waiting over 90 minutes on the phone. I went on the AA website and filed the form for baggage delayed 5 days+. Attached, but never got contacted by AA staff to apologies for the delayed baggage or showing any efforts to locate and/or compensate my loss. I would also like to flag the unprofessional and un-respectful way your baggage staff were treating passengers at Chicago O Hare Int. airport terminal 5, I am expecting that due to staff negligence at this specific location the baggage was sent to a wrong destination.","I booked my flight with Royal Jordanian and American Airlines were the operator of the last part of my flight from Chicago to Toronto. I checked in my a bag in Chicago O Hare Int. airport terminal 5) on Feb 27 around 5.30 pm but it was not received in YYZ, I have filed a claim at American Airlines desk for 2 lost baggage's (I had another bag which was delayed in Amman). I received the Blue bag which was delayed in Amman on March 1 at 9.30 pm and today is March 9 and still waiting for the black bag which was delayed in Chicago. I have been trying to contact AA central baggage desk with no success even after waiting over 90 minutes on the phone. I went on the AA website and filed the form for baggage delayed 5 days+. Attached, but never got contacted by AA staff to apologies for the delayed baggage or showing any efforts to locate and/or compensate my loss. I would also like to flag the unprofessional and un-respectful way your baggage staff were treating passengers at Chicago O Hare Int. airport terminal 5, I am expecting that due to staff negligence at this specific location the baggage was sent to a wrong destination.",2025-04-06,DFW-ORD,Leisure,American Airlines,Baggage,-0.09416666666666666
"✅ Trip Verified |  Although I could see some temporary justification for stopping all alcohol sales I don’t think it should continue. If you have issues with rowdy passengers just ban it on the routes that had problems. Whatever you do, train your flight crews to know that the ban was not COVID related. If COVID was your justification I would not still be able to purchase alcohol on international flights or in first class. A drink is a drink in terms of lowering masks to consume. American has always been my preferred airline but continued out of touch policies like this are why I am in the significant majority that still tries to think you are a good airline.","Although I could see some temporary justification for stopping all alcohol sales I don’t think it should continue. If you have issues with rowdy passengers just ban it on the routes that had problems. Whatever you do, train your flight crews to know that the ban was not COVID related. If COVID was your justification I would not still be able to purchase alcohol on international flights or in first class. A drink is a drink in terms of lowering masks to consume. American has always been my preferred airline but continued out of touch policies like this are why I am in the significant majority that still tries to think you are a good airline.",2023-02-14,DFW-ORD,Leisure,None,Staff Service,0.21562499999999998
"✅ Trip Verified |  AA is quite possibly the worst airline operating. I never fly anything but Delta: I should have known better. This trip was random and the price seemed right for a first class ticket, given the time of year and time between when I booked it and the trip date. I was bumped from first class on my connecting flight because it was ""full."" Because I was bumped to coach, I was given a trip credit of $300. Upon calling and trying to get that amount refunded to my card, I was told that there was no way I could get that money back and I could only use it for future flights. Even when I explained I would not be flying AA again, I was denied a refund. So, a few months later, I booked a flight for my girlfriend with the intention of only using the trip credit. When I booked the flight using the trip credit #, the price did not reflect any credits. I canceled that flight immediately and rebooked it making sure that the credit was being applied. The website clearly showed me the difference on the screen and even had a message stating that the credit amount would be reflected on my credit card account. Several days later when the charge finally posted to my account, the credit was not reflected at all. After calling and being put on hold for nearly 3 hours total, I was told that the credit was not applied to my purchase and that I could not cancel it because it was over 24hrs and that the only way to use the credit was to book a new flight. There is more, but as it stands now, I will have to book another future flight to use my credit. Again, I never wanted to fly AA again but here we are. I would almost certainly fly Southwest or JetBlue before I ever fly AA again.","AA is quite possibly the worst airline operating. I never fly anything but Delta: I should have known better. This trip was random and the price seemed right for a first class ticket, given the time of year and time between when I booked it and the trip date. I was bumped from first class on my connecting flight because it was ""full."" Because I was bumped to coach, I was given a trip credit of $300. Upon calling and trying to get that amount refunded to my card, I was told that there was no way I could get that money back and I could only use it for future flights. Even when I explained I would not be flying AA again, I was denied a refund. So, a few months later, I booked a flight for my girlfriend with the intention of only using the trip credit. When I booked the flight using the trip credit #, the price did not reflect any credits. I canceled that flight immediately and rebooked it making sure that the credit was being applied. The website clearly showed me the difference on the screen and even had a message stating that the credit amount would be reflected on my credit card account. Several days later when the charge finally posted to my account, the credit was not reflected at all. After calling and being put on hold for nearly 3 hours total, I was told that the credit was not applied to my purchase and that I could not cancel it because it was over 24hrs and that the only way to use the credit was to book a new flight. There is more, but as it stands now, I will have to book another future flight to use my credit. Again, I never wanted to fly AA again but here we are. I would almost certainly fly Southwest or JetBlue before I ever fly AA again.",2024-01-18,MIA-GRU,Leisure,Delta,Booking App,0.11283027317510076
"Not Verified |  Terrible experience! I booked my ticket via phone to confirm Covid restrictions. While on the phone proceeded to book my ticket for my spring break in March. The customer service representative and I started talking about sharing a birthday month in May. After reviewing my date in the email noticed it was the wrong month (May instead of March). I called back and was put on hold for 2.5 hours. When I spoke with a representative she told me it would be an addition 173 dollars. I told her it was not my mistake and should be on the recording. She put me back on hold for an additional 15 minutes to speak with her supervisor. When the supervisor answered he said “sorry man, there is nothing I can do. Absolutely unacceptable!","Terrible experience! I booked my ticket via phone to confirm Covid restrictions. While on the phone proceeded to book my ticket for my spring break in March. The customer service representative and I started talking about sharing a birthday month in May. After reviewing my date in the email noticed it was the wrong month (May instead of March). I called back and was put on hold for 2.5 hours. When I spoke with a representative she told me it would be an addition 173 dollars. I told her it was not my mistake and should be on the recording. She put me back on hold for an additional 15 minutes to speak with her supervisor. When the supervisor answered he said “sorry man, there is nothing I can do. Absolutely unacceptable!",2025-07-24,LAX-JFK,Leisure,None,Staff Service,-0.2916666666666667
✅ Trip Verified |  Was late to board from Charleston and Dallas. Customer service was rude. Seats were uncomfortable and disregard to military. Delta and United are cheaper and better quality. T-mobile does not get free wifi inflight.,Was late to board from Charleston and Dallas. Customer service was rude. Seats were uncomfortable and disregard to military. Delta and United are cheaper and better quality. T-mobile does not get free wifi inflight.,2025-09-05,JFK-LHR,Unknown,"Delta, United",Staff Service,-0.050000000000000024
"Not Verified |  This airline is absolutely the worst, they changed flight times and layover destination 4 times, changed gates 4 times. Over booked and I will never book with them again. We had a 7 hour layover in Dallas.","This airline is absolutely the worst, they changed flight times and layover destination 4 times, changed gates 4 times. Over booked and I will never book with them again. We had a 7 hour layover in Dallas.",2025-02-16,JFK-LHR,Leisure,None,Booking App,-0.4
Not Verified |  I will boycott this airline until the day I die. I have never experienced such rude staff and incredibly unorganized airline. American Airlines caused me to miss two flights in one day and caused me to have the worst travel day ever. I will never go through this company again. I rather fly JetBlue.,I will boycott this airline until the day I die. I have never experienced such rude staff and incredibly unorganized airline. American Airlines caused me to miss two flights in one day and caused me to have the worst travel day ever. I will never go through this company again. I rather fly JetBlue.,2023-11-19,ORD-LHR,Leisure,JetBlue,Staff Service,1.586032892321652e-17
"✅ Trip Verified |  They delayed my flight 3 times after I arrived to the airport and even the last provided departure time was false, which caused me to miss my overseas flight, so I had to by a new ticket, a pricey one, and I’ve got home almost a day later. And after all, it took them 3 weeks to solve my refund request, and they still haven’t sent me an email, I saw ‘Not refunded’ when I was checking. Not to mention I still haven’t got any reply to the additional emails I sent them.","They delayed my flight 3 times after I arrived to the airport and even the last provided departure time was false, which caused me to miss my overseas flight, so I had to by a new ticket, a pricey one, and I’ve got home almost a day later. And after all, it took them 3 weeks to solve my refund request, and they still haven’t sent me an email, I saw ‘Not refunded’ when I was checking. Not to mention I still haven’t got any reply to the additional emails I sent them.",2025-10-22,LAX-JFK,Leisure,None,Flight Delay,-0.06590909090909093
Not Verified |  Plane Maintenance issue made us turn around. Ok. Then we got in line to get new flights set up. Ok. Then we got word the plane or a plane would be ready at noon. Ok. Got back in line rebooked another set of flights. But still taking the noon flight to Charlotte. Ok. Then noon comes and goes and they announce no plane and will update us at 12:30. Not ok and unacceptable treatment of an entire plane full. Probably just flying out if Dayton. Either way used to look firmware to an American Airlines flight as you were treated Great!! Not the case in this instance.,Plane Maintenance issue made us turn around. Ok. Then we got in line to get new flights set up. Ok. Then we got word the plane or a plane would be ready at noon. Ok. Got back in line rebooked another set of flights. But still taking the noon flight to Charlotte. Ok. Then noon comes and goes and they announce no plane and will update us at 12:30. Not ok and unacceptable treatment of an entire plane full. Probably just flying out if Dayton. Either way used to look firmware to an American Airlines flight as you were treated Great!! Not the case in this instance.,2023-02-15,ORD-LHR,Business,American Airlines,Flight Delay,0.17954545454545454
"✅ Trip Verified | I have never met ruder people in my entire life then the desk workers this company has greeting you. They don’t even pretend to care about your issue or help you reach your flight. A woman, who refused to give her name, walked away from me as I was asking a question. My main issue is that I was in 1st class, priority, and my bag didn't arrive at my location! Was it because I got a free checked bag with priority? Because I got something free, it means we just don’t have to do our jobs? Absolutely appalling customer service skills. Something needs to be done. Seminars, workshops, I don’t know, anything to help these depressed looking individuals you put at the front helm of your business. I will be spending my vacation researching better airlines to use from now on.","I have never met ruder people in my entire life then the desk workers this company has greeting you. They don’t even pretend to care about your issue or help you reach your flight. A woman, who refused to give her name, walked away from me as I was asking a question. My main issue is that I was in 1st class, priority, and my bag didn't arrive at my location! Was it because I got a free checked bag with priority? Because I got something free, it means we just don’t have to do our jobs? Absolutely appalling customer service skills. Something needs to be done. Seminars, workshops, I don’t know, anything to help these depressed looking individuals you put at the front helm of your business. I will be spending my vacation researching better airlines to use from now on.",2024-08-24,DFW-ORD,Leisure,None,Staff Service,0.19305555555555554
"Not Verified |  I was not able to change my seat to the seat I needed. I was told that economy class B was the premium seat. I did not even have the opportunity to change my seat as I knew it would be very uncomfortable. The food they serve is beyond awful. I can understand it's a plane, but come one, step it up! The service was awful on the plane that I did not feel comfortable the way I was responded to. ","I was not able to change my seat to the seat I needed. I was told that economy class B was the premium seat. I did not even have the opportunity to change my seat as I knew it would be very uncomfortable. The food they serve is beyond awful. I can understand it's a plane, but come one, step it up! The service was awful on the plane that I did not feel comfortable the way I was responded to.",2024-09-07,JFK-LHR,Leisure,None,Staff Service,-0.5
✅ Trip Verified | American issued a travel alert on the 26th of January for Washington Reagan for January 28 and 29th. We tried to rebook but were charged $1600 to do so. This directly violates American's Travel Alert Policy. We requested a refund of this amount when we returned to Washington. We complained to American afterwords by letter and got back three emails indicating that they could not reply in a timely manner. They never responded to our request.,American issued a travel alert on the 26th of January for Washington Reagan for January 28 and 29th. We tried to rebook but were charged $1600 to do so. This directly violates American's Travel Alert Policy. We requested a refund of this amount when we returned to Washington. We complained to American afterwords by letter and got back three emails indicating that they could not reply in a timely manner. They never responded to our request.,2025-10-20,LAX-JFK,Business,None,Booking App,-0.03333333333333333
✅ Trip Verified |  Jacksonville to Lynchburg. Long story made short. I had trip credit from previous trip that they messed up that’s why I had credit. Went to use my credit for a trip and I got to the airport to find out that they had canceled my trip and said it was my banks fault. They said my bank disputed the charge of $13.80 which was the difference of the trip credit I had to pay. My bank can’t dispute a charge unless I request a dispute. I had to purchase another ticket for more cost. I was trying to go home to my cousins funeral so I had to purchase a ticket. American Airlines made my trip worst. They refuse to give me my credit on another ticket saying it’s my banks fault. My bank sent me the email of the transaction. American Airlines lied. Never again will I. I will crawl first.,Jacksonville to Lynchburg. Long story made short. I had trip credit from previous trip that they messed up that’s why I had credit. Went to use my credit for a trip and I got to the airport to find out that they had canceled my trip and said it was my banks fault. They said my bank disputed the charge of $13.80 which was the difference of the trip credit I had to pay. My bank can’t dispute a charge unless I request a dispute. I had to purchase another ticket for more cost. I was trying to go home to my cousins funeral so I had to purchase a ticket. American Airlines made my trip worst. They refuse to give me my credit on another ticket saying it’s my banks fault. My bank sent me the email of the transaction. American Airlines lied. Never again will I. I will crawl first.,2024-03-14,MIA-GRU,Family,None,Staff Service,-0.058333333333333334
"✅ Trip Verified |  American Airlines takes the award for worst Customer service! They  delayed my flight twice, have us board the aircraft for +30 minutes when they do not have pilots, then we have to get off the plane, 45 minutes later you Cancel the flight.  When you cancel the flight, you can't give customers a straight answer, you can't give a refund you make it so difficult, you staff at the airport are worthless, they cannot direct me where my checked bag is located, all I keep being told is to go to Customer service.  AA does not care about the customers travel expense and the money lost all due to them canceling the flight.","American Airlines takes the award for worst Customer service! They  delayed my flight twice, have us board the aircraft for +30 minutes when they do not have pilots, then we have to get off the plane, 45 minutes later you Cancel the flight.  When you cancel the flight, you can't give customers a straight answer, you can't give a refund you make it so difficult, you staff at the airport are worthless, they cannot direct me where my checked bag is located, all I keep being told is to go to Customer service.  AA does not care about the customers travel expense and the money lost all due to them canceling the flight.",2023-01-02,DFW-ORD,Leisure,None,Flight Delay,-0.265625
"✅ Trip Verified |  I don’t even know where to begin with this huge travel fiasco I had to endure with a baby in tow.  American canceled our flights due to weather on 2/25/22. Okay, fine. We tried rebooking on the app several times, the flights kept disappearing and we get error messages. Call times were over 5 hrs. Finally get a call back from an agent the next day. The earliest she could rebook us for was 3/1 (four days after our original departure). In the meantime we’ve tried rebooking other airlines, and same error message kept happening. Not to mention flights were four times the cost with 11hr or more flight times as opposed to the 5 hr flight time we originally booked. We keep calling every day between Friday and Tuesday to see if anything else had opened up - nothing. Now we’re stuck in Miami for four additional days - racking up costs on hotel, meals, car rental, gas, diapers, etc.  We check in for our flights on the app Monday night and seats are confirmed. When we arrive at the airport two hrs early on Tuesday, the agent says we don’t have tickets. When she reviews our history, she notices the agent that rebooked us forgot to reissue our tickets. The agent puts us on standby.  When we get to the counter at the gate and explain our situation to the agent there, she says we have to wait, so we do. We later realize that the agent starts giving away seats to customers flying solo as they become available instead of following protocol (wait until all paying customers are checked in and then go down the standby list in order - we were the top 3 on the list). We ask her why and she says because they are in a rush and need to board the plane. That they cannot afford to wait for 3 seats to open up, they must give them away asap. Although 3 seats eventually became available, because the agent failed to follow protocol, we didn’t make the flight.  We return to the original check in agent and explain what happened. She was confused and confirmed that the staff person did not follow proper standby protocol. She rebooks us for the following day on Wednesday morning but cannot sit us together. I ask her about hotel and meal vouchers and she said she cannot do anything and for us to file a complaint. Yet another night at a hotel, missing work, school, and meal expenses. We arrive at the airport two hours early on the day of our flight so that we can speak to the agent at the counter about sitting us next to our two year old son. The agent says they cannot do anything for us and to “figure it out” when we board the plane with other passengers. We were so distraught by their refusal to help us that two passengers then volunteered to move so that we can be seated with our 2 year old. It was only at that point that Victor (the agent at the counter who refused to help us) then proceeded to change our seats. AA doesn’t care about families. AA doesn’t care about customers. All they care about is their bottom line $$$. I am disgusted by the lack of professionalism and empathy, gross negligence, refusal to follow proper protocols, refusal to provide customers with hotel and meal vouchers when they were the ones who messed up. The financial and emotional damages they caused us were too much to bear. I will never fly American Airlines again and I hope you don’t either.","I don’t even know where to begin with this huge travel fiasco I had to endure with a baby in tow.  American canceled our flights due to weather on 2/25/22. Okay, fine. We tried rebooking on the app several times, the flights kept disappearing and we get error messages. Call times were over 5 hrs. Finally get a call back from an agent the next day. The earliest she could rebook us for was 3/1 (four days after our original departure). In the meantime we’ve tried rebooking other airlines, and same error message kept happening. Not to mention flights were four times the cost with 11hr or more flight times as opposed to the 5 hr flight time we originally booked. We keep calling every day between Friday and Tuesday to see if anything else had opened up - nothing. Now we’re stuck in Miami for four additional days - racking up costs on hotel, meals, car rental, gas, diapers, etc.  We check in for our flights on the app Monday night and seats are confirmed. When we arrive at the airport two hrs early on Tuesday, the agent says we don’t have tickets. When she reviews our history, she notices the agent that rebooked us forgot to reissue our tickets. The agent puts us on standby.  When we get to the counter at the gate and explain our situation to the agent there, she says we have to wait, so we do. We later realize that the agent starts giving away seats to customers flying solo as they become available instead of following protocol (wait until all paying customers are checked in and then go down the standby list in order - we were the top 3 on the list). We ask her why and she says because they are in a rush and need to board the plane. That they cannot afford to wait for 3 seats to open up, they must give them away asap. Although 3 seats eventually became available, because the agent failed to follow protocol, we didn’t make the flight.  We return to the original check in agent and explain what happened. She was confused and confirmed that the staff person did not follow proper standby protocol. She rebooks us for the following day on Wednesday morning but cannot sit us together. I ask her about hotel and meal vouchers and she said she cannot do anything and for us to file a complaint. Yet another night at a hotel, missing work, school, and meal expenses. We arrive at the airport two hours early on the day of our flight so that we can speak to the agent at the counter about sitting us next to our two year old son. The agent says they cannot do anything for us and to “figure it out” when we board the plane with other passengers. We were so distraught by their refusal to help us that two passengers then volunteered to move so that we can be seated with our 2 year old. It was only at that point that Victor (the agent at the counter who refused to help us) then proceeded to change our seats. AA doesn’t care about families. AA doesn’t care about customers. All they care about is their bottom line $$$. I am disgusted by the lack of professionalism and empathy, gross negligence, refusal to follow proper protocols, refusal to provide customers with hotel and meal vouchers when they were the ones who messed up. The financial and emotional damages they caused us were too much to bear. I will never fly American Airlines again and I hope you don’t either.",2024-02-23,DFW-ORD,Leisure,None,Staff Service,0.037198067632850246
"✅ Trip Verified |  Horrible experience, despite not using the return they refuse to return the money because they do and cancel when they want after canceling throughout the afternoon until 1 am in the morning, they offered flight the next day without security if the flight would leave or not, I had to buy another ticket for fear of losing my job which I had to report to the next day, I missed flight connections I had to pay for the covid test again and I got home almost 30 hours later due to lack of availability of flights. Please do not buy with this company, they are not responsible for anything with their clients.  Horrible experiencia, a pesar de no utilizar la vuelta se niegan a devolver el dinero a pwsar de que ellos hacen y cancelan cuando quieren después de cancelar durante toda la tarde hasta la 1 am de la madrugada, ofrecieron vuelo al día siguiente sin seguridad si el vuelo saldría o no, tuve que comprar otro pasaje por miedo a perder mi trabajo al cual debía presentarme al día siguiente, perdí conexiones de vuelo tuve que pagar prueba de covid nuevamente y llegué a casa casi 30 horas más tarde por falta de disponibilidad de vuelos antes, Por favor no compren con esta compañía no se responsabilizan por nada con sus clientes.","Horrible experience, despite not using the return they refuse to return the money because they do and cancel when they want after canceling throughout the afternoon until 1 am in the morning, they offered flight the next day without security if the flight would leave or not, I had to buy another ticket for fear of losing my job which I had to report to the next day, I missed flight connections I had to pay for the covid test again and I got home almost 30 hours later due to lack of availability of flights. Please do not buy with this company, they are not responsible for anything with their clients.  Horrible experiencia, a pesar de no utilizar la vuelta se niegan a devolver el dinero a pwsar de que ellos hacen y cancelan cuando quieren después de cancelar durante toda la tarde hasta la 1 am de la madrugada, ofrecieron vuelo al día siguiente sin seguridad si el vuelo saldría o no, tuve que comprar otro pasaje por miedo a perder mi trabajo al cual debía presentarme al día siguiente, perdí conexiones de vuelo tuve que pagar prueba de covid nuevamente y llegué a casa casi 30 horas más tarde por falta de disponibilidad de vuelos antes, Por favor no compren con esta compañía no se responsabilizan por nada con sus clientes.",2023-02-14,MIA-GRU,Business,None,Flight Delay,-0.3178571428571429
"✅ Trip Verified |  Took this on a return flight from Miami to Austin. We had boarding group 5 plus I WAS an AAdvantage (cancelled my card as this was the last straw) when we arrived to the gate the attendant was on to group 6, she informed us we needed to go to the back of the line behind 8. I have flown this airline for many years (loyalist for 6 and was my preferred airline for all my work trips) according to the policy for your AAdvantage card we get preferred boarding. In the past the attendant would let me in if I the group had already boarded when I arrived. This time was different and seemed to be just her idea of what she wanted to do. To note I was polite as I get that airlines are short staffed and the team is spread thin however I am a paying customer and do not feel your staff are extending the same courtesy, in fact I felt embarrassed. To be abused by the staff when I spend my money is not my idea of money well spent and if I had friends that treated me this way I would not be their friend. I will be avoiding this airline at all costs going forward.","Took this on a return flight from Miami to Austin. We had boarding group 5 plus I WAS an AAdvantage (cancelled my card as this was the last straw) when we arrived to the gate the attendant was on to group 6, she informed us we needed to go to the back of the line behind 8. I have flown this airline for many years (loyalist for 6 and was my preferred airline for all my work trips) according to the policy for your AAdvantage card we get preferred boarding. In the past the attendant would let me in if I the group had already boarded when I arrived. This time was different and seemed to be just her idea of what she wanted to do. To note I was polite as I get that airlines are short staffed and the team is spread thin however I am a paying customer and do not feel your staff are extending the same courtesy, in fact I felt embarrassed. To be abused by the staff when I spend my money is not my idea of money well spent and if I had friends that treated me this way I would not be their friend. I will be avoiding this airline at all costs going forward.",2023-03-06,PHL-CDG,Business,None,Staff Service,-0.020833333333333332
"✅ Trip Verified |  Took an American Airlines flight to Hawaii in January for a long awaited trip. I have never been so berated or treated so indecent by the staff on this flight. For 6 hours they continuously announced 'sip and replace' your mask. Refused to give me a fork and knife to eat my salad (luckily I found a plastic travel ware I had) gave us only 1 beverage service on a 6+ hour flight and then tried to deny more water. When I had dropped something between the seats and my man tried to dig below and in the fumble his mask slipped a little below his nose instantly the attendant was like 'sir, your mask'. Are you serious?  If you are going to have a customer facing staff please coach them on how to be kinder to your customers. Unfortunately I won't be able to fly American again and have cancelled my 6 years in use AAdvantage card. Goodbye American!","Took an American Airlines flight to Hawaii in January for a long awaited trip. I have never been so berated or treated so indecent by the staff on this flight. For 6 hours they continuously announced 'sip and replace' your mask. Refused to give me a fork and knife to eat my salad (luckily I found a plastic travel ware I had) gave us only 1 beverage service on a 6+ hour flight and then tried to deny more water. When I had dropped something between the seats and my man tried to dig below and in the fumble his mask slipped a little below his nose instantly the attendant was like 'sir, your mask'. Are you serious?  If you are going to have a customer facing staff please coach them on how to be kinder to your customers. Unfortunately I won't be able to fly American again and have cancelled my 6 years in use AAdvantage card. Goodbye American!",2023-01-05,CLT-MCO,Leisure,None,Staff Service,0.1355769230769231
"✅ Trip Verified | We booked first class from BUF to CLT and CLT to IAD. They changed our seats for our first flight but that’s ok because it seems they have to accommodate a senior disable person, what’s unacceptable is changing our seats again for our connecting flight from CLT to IAD 4 times and ended up downgraded. Do not book from this airline, you’ll waste your money.","We booked first class from BUF to CLT and CLT to IAD. They changed our seats for our first flight but that’s ok because it seems they have to accommodate a senior disable person, what’s unacceptable is changing our seats again for our connecting flight from CLT to IAD 4 times and ended up downgraded. Do not book from this airline, you’ll waste your money.",2025-06-03,LAX-JFK,Unknown,None,Seat Comfort,0.2
